-4.093810237342387914e-01,-6.556520661838119990e-01,2.106642299675253183e-01,1.171820604404907318e+00
1.699244725407736967e-01,-6.124759505359568257e-01,-1.794957887174368327e+00,-9.664526778197888301e-01
4.534030554297774351e-01,-6.072685018561004844e-01,-3.070371354306103306e+00,-2.254265762342478219e+00
3.240713707729858672e-01,-6.946380042912487784e-01,-3.344993091592665557e+00,-2.388320111159859760e+00
-1.087566121658781748e-01,-8.903595576394167654e-01,-2.857231567786011173e+00,-1.695540681610897993e+00
-5.748652225063713983e-01,-1.115291705589106286e+00,-2.116957601606573647e+00,-8.677417060164578366e-01
-8.145399070202494762e-01,-1.245682261963533710e+00,-1.558130350800134067e+00,-4.855486615959065944e-01
-7.268708006829932566e-01,-1.230908037178046310e+00,-1.343158388274932058e+00,-6.947772973862587076e-01
-3.748019445391538307e-01,-1.139029103900191187e+00,-1.407679350910470806e+00,-1.265816543972990260e+00
1.107333596275212051e-01,-1.081790692994704539e+00,-1.601376143728995061e+00,-1.878570382575068365e+00
5.942300200868543270e-01,-1.113055571808539534e+00,-1.773762781328143801e+00,-2.324398534696396457e+00
9.412400583265377874e-01,-1.199274464151821151e+00,-1.821453847917234636e+00,-2.544420524853155730e+00
1.051031006444495430e+00,-1.257519302578919307e+00,-1.744870845093735579e+00,-2.606565933355487363e+00
9.266072868148323982e-01,-1.204606837875539238e+00,-1.640883454369795214e+00,-2.638312998243286245e+00
6.833509419742730406e-01,-9.966813644425124297e-01,-1.580548135446922631e+00,-2.691491897476589124e+00
4.638613104921585073e-01,-6.633700003513008925e-01,-1.511729726916114958e+00,-2.672703252840861854e+00
3.550474868256177641e-01,-3.155009377012911176e-01,-1.339132768712173238e+00,-2.474209505715671220e+00
3.749439661469974872e-01,-9.831715122268855356e-02,-1.082512084910379091e+00,-2.150525875763690031e+00
4.841498808793667785e-01,-1.052116604220726948e-01,-8.841038615288973057e-01,-1.871326364577939216e+00
5.854760661992671755e-01,-3.087211341656165287e-01,-8.506478905379284416e-01,-1.702767552991318656e+00
5.603161986066854672e-01,-5.620921336890994935e-01,-9.450288657378612678e-01,-1.539408817390600204e+00
3.618225723133018379e-01,-6.837288998294530629e-01,-1.049288094609960753e+00,-1.279574695448458588e+00
7.242237164474002453e-02,-5.816471563753797813e-01,-1.085217719911680145e+00,-9.703423259696023484e-01
-1.584022699453631888e-01,-3.321079033790045321e-01,-1.051910561285959611e+00,-7.191516718498468519e-01
-2.326253408991549587e-01,-1.382282264274893313e-01,-9.893215831698020102e-01,-5.316443208689957123e-01
-1.470474134156281310e-01,-1.815469617136643288e-01,-9.381566540062312720e-01,-3.111878138583870634e-01
5.653437836763496732e-02,-4.808376742064949805e-01,-9.088971655829732876e-01,1.722084495422926062e-02
3.359940529438399381e-01,-8.790563363537383657e-01,-8.639973087050339950e-01,4.427262071636396956e-01
6.338351613465105228e-01,-1.166156154061177563e+00,-7.573428712461112156e-01,8.920435955401603279e-01
8.558498405734192849e-01,-1.227011333050165520e+00,-6.195017218372034229e-01,1.249177165738715400e+00
9.030293856587668921e-01,-1.103049532439909441e+00,-5.755739427467034819e-01,1.377987902002326681e+00
7.380664456869089340e-01,-9.486796695121795242e-01,-7.362356629391459961e-01,1.208485512735616663e+00
4.266680346676757773e-01,-9.307540639916659364e-01,-1.075846516870820890e+00,8.159875967946348396e-01
1.190445199931351311e-01,-1.124986344866532484e+00,-1.441282106146454689e+00,3.628685522621922788e-01
-2.499197408152736138e-02,-1.459418273153515022e+00,-1.669862954272680611e+00,-5.489698593907383489e-02
6.613115313653511462e-02,-1.746464152151216309e+00,-1.679991100150256100e+00,-4.651033548681346996e-01
3.178849370799425311e-01,-1.792223314956850944e+00,-1.474076594813275465e+00,-9.097074571019381217e-01
5.515213766843477528e-01,-1.508033690463756793e+00,-1.107815342943887060e+00,-1.320214309855090695e+00
6.145795620879793697e-01,-9.529857550091549445e-01,-6.733788309210354539e-01,-1.542132810776766894e+00
5.013725921406496644e-01,-2.979774885111234339e-01,-2.792361779575743275e-01,-1.479253427455381908e+00
3.599192072300063661e-01,2.569497398621345408e-01,-1.100524295255388661e-02,-1.200396096540545798e+00
3.742771524762181778e-01,5.769705144284323906e-01,9.853251598380460829e-02,-9.127252883820711205e-01
6.117114751907603010e-01,6.557284448037161706e-01,6.728322757163544832e-02,-8.269576949722318160e-01
9.507170771265308629e-01,6.016740236121950192e-01,-5.415046576957677216e-02,-1.001582679778496132e+00
1.149417601894460184e+00,5.499764003998209860e-01,-1.983212154555206996e-01,-1.273444009043154690e+00
1.013637697483394495e+00,5.692627603706763573e-01,-3.018141663847927481e-01,-1.360086501963337025e+00
5.449252840894530658e-01,6.324532270234294318e-01,-3.309525931945579980e-01,-1.091607758630221303e+00
-4.413401392765783915e-02,6.573380860614532750e-01,-2.870492992736165538e-01,-5.686386084467969226e-01
-4.615618357708554109e-01,5.755644500250945983e-01,-1.847872287793159707e-01,-7.417493408733823179e-02
-5.170927188309440981e-01,3.854493681468598720e-01,-3.924895420086432080e-02,1.770004905571803122e-01
-2.248968003048106845e-01,1.560610221945380738e-01,1.191705543535635375e-01,1.938236804496477061e-01
2.285393640573472607e-01,-2.486317564228966021e-02,2.407942294113789017e-01,1.458474981819520289e-01
6.059863910524841968e-01,-1.222467227854351773e-01,2.948085213123439186e-01,1.981235889277858653e-01
7.407499598214750680e-01,-1.800904519966920192e-01,3.039601407883980588e-01,4.038031644790747721e-01
5.987890252304522987e-01,-2.704999087075445341e-01,3.147191873073466595e-01,6.920793586279548881e-01
2.744952953905482884e-01,-4.092206462186291915e-01,3.311432764845043120e-01,9.184963839685731379e-01
-6.360154225646297288e-02,-5.282598344389610734e-01,3.008151284511323409e-01,9.544145179576920546e-01
-2.567472817816959241e-01,-5.447817872655584814e-01,1.725864604050812989e-01,7.711532676874859327e-01
-2.350454726154855012e-01,-4.533736294149765533e-01,-5.039609060696859794e-02,4.434154071694152432e-01
-4.684816226241838438e-02,-3.323896918653057586e-01,-3.205060821516191316e-01,6.388441092231894602e-02
1.807079469484713374e-01,-2.548616975567914444e-01,-5.848629837912848739e-01,-3.306541518174991867e-01
3.241666159615294029e-01,-2.087634625109601183e-01,-8.007662180647731054e-01,-7.403779081514236804e-01
3.418589996161250921e-01,-1.166762856004556759e-01,-9.338456871645813839e-01,-1.142217673162186697e+00
3.042876246262735673e-01,7.025961126082472252e-02,-9.670036665206606097e-01,-1.488087326415311828e+00
3.497548760570474147e-01,3.049782503853656346e-01,-9.079454573594267774e-01,-1.758880038812144386e+00
5.797997806272849886e-01,4.731373236832758233e-01,-7.736400721400147340e-01,-1.984914331877225990e+00
9.650820378976951996e-01,4.957102721040524407e-01,-5.735731842139989434e-01,-2.196844868460934741e+00
1.342466084848842778e+00,4.157733197448457152e-01,-3.266589704205458689e-01,-2.368946883865860276e+00
1.517403872267275577e+00,3.886715775399942618e-01,-9.605015303431517493e-02,-2.421791276523927117e+00
1.395739408412757232e+00,5.709570507166769060e-01,1.509990276003941347e-02,-2.280021882801043454e+00
1.040482153316884206e+00,9.875597572715626438e-01,-7.025944602512218529e-02,-1.934565792871436152e+00
6.141311067260205592e-01,1.486985688577154630e+00,-3.275588031742348027e-01,-1.468008590382818390e+00
2.677234582887021985e-01,1.838513710260609724e+00,-6.222990692016836523e-01,-1.024465306097727346e+00
7.184790540372899825e-02,1.905559856305707234e+00,-7.854556209007423906e-01,-7.260755750644287687e-01
2.177865395766960532e-02,1.747332965392995874e+00,-7.151439954552653022e-01,-5.830854562170131317e-01
7.403824167507207232e-02,1.557520230669664718e+00,-4.360791204744025040e-01,-4.834120252317609112e-01
1.701848933637392092e-01,1.499710715127739791e+00,-8.595692878806798776e-02,-2.951524782023309812e-01
2.488874406889153290e-01,1.585360461531757581e+00,1.657843692391699764e-01,7.721915481532008914e-03
2.642093351330095374e-01,1.684196400885314304e+00,2.243254027095726022e-01,3.231930950210269438e-01
2.076733154838067974e-01,1.638411689457709874e+00,1.221302010078505335e-01,5.159066949619429687e-01
1.176430695869166571e-01,1.383021251513708361e+00,-3.351510077564209822e-02,5.234508408293155890e-01
6.624545992170903508e-02,9.896601382978522654e-01,-1.658587659919439072e-01,3.850395854314556110e-01
1.231896614855460814e-01,6.169318191848283117e-01,-2.739673261965767104e-01,2.017267715676540341e-01
3.063515746956126939e-01,4.135052663963462161e-01,-3.798800375324019041e-01,8.500481813572291490e-02
5.497165191733180967e-01,4.383252172372117395e-01,-4.573362580169027525e-01,1.215254770353489250e-01
7.260885981689439994e-01,6.364928195607491013e-01,-4.309908130151168804e-01,3.479398669057556237e-01
7.249770487382514172e-01,8.760485659493306709e-01,-2.422988061379295621e-01,7.329590013143130189e-01
5.304595276314862939e-01,1.026534268551629436e+00,8.763561935862825003e-02,1.175865750517046227e+00
2.308217872771304580e-01,1.035051662993371480e+00,4.505673313321143514e-01,1.530062884608131890e+00
-5.278800553715929517e-02,9.463649173281231120e-01,7.035581731066878897e-01,1.660139557583286685e+00
-2.535103025658860809e-01,8.514586249167052090e-01,7.516623633242234259e-01,1.527833045728629102e+00
-3.808866547347470877e-01,8.100051957277093484e-01,6.055542291590118031e-01,1.246804991496469839e+00
